hero,matchup_hero,ally_wins_with,ally_losses_with,ally_win_rate,enemy_wins_against,enemy_losses_against,enemy_win_rate,winrate_into_enemy,total_games_with,total_games_against,popularity_with,popularity_against,total games,total wins,total loss,average_winrate,total wins,total loss,total_games,ally_delta,matchup_average_winrate,occurance,Pairing Score,enemy_delta,enemy_delta2,counter_score,Counter Score,Beater Score
Deckard,Anduin,27.0028,48.9972,0.3553,3218.015,3331.985,0.4913,0.5087,76,6550,0.03683797145,0.02958742088,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.359116263,0.4981803808,6550,0.1655543719,0.5317649691,50.89249273,1.739323579,0.427911313,0.08230400759
Deckard,Anubarak,1769.1318,1839.8682,0.4902,1980.035,1720.965,0.535,0.465,3609,3701,0.02414411778,0.01806477446,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5105073487,0.537522979,3701,0.3813109177,0.4815047663,-29.60588212,0.9393927347,0.3607815814,0.4040707041
Deckard,Artanis,1367.992,1417.008,0.4912,1496.031,1413.969,0.5141,0.4859,2785,2910,0.003118599171,0.02412024702,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5116580751,0.5258485696,2910,0.3699873404,0.5055581089,8.893340635,0.7549371712,0.3675882207,0.2401439282
Deckard,Arthas,473.0352,549.9648,0.4624,488.9555,556.0445,0.4679,0.5321,1023,1045,0.007530839481,0.007099625768,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.478516199,0.4901740458,1045,0.3053057476,0.5584791926,93.99688567,0.2840556222,0.3572731797,-0.0842651651
Deckard,Auriel,22.0024,33.9976,0.3929,732.0377,768.9623,0.4877,0.5123,56,1501,0.008520320946,0.006579089215,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.3998602399,0.5306369605,1501,0.1774334951,0.5358906271,57.5239378,0.4000336524,0.3586969051,0.04436373816
Deckard,Azmodan,1119.9583,1107.0417,0.5029,1002.972,989.028,0.5035,0.4965,2227,1992,0.02008993886,0.01873315571,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5251091717,0.5203752948,1992,0.369248307,0.517754571,28.41926222,0.5224467228,0.3590368213,0.1555263113
Deckard,Blaze,1300.9686,1501.0314,0.4643,1385.1123,1353.8877,0.5057,0.4943,2802,2739,0.01059938706,0.01306885559,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4807000129,0.521646585,2739,0.3478656383,0.5152244876,24.36671246,0.7167475842,0.371791436,0.1777176085
Deckard,Brightwing,20.9978,46.0022,0.3134,2926.9592,2837.0408,0.5078,0.4922,67,5764,0.0369149739,0.03083178045,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.3160123633,0.5029700318,5764,0.1434059946,0.5128086779,20.4983695,1.505088797,0.4061156673,0.2116700411
Deckard,Cassia,550.0116,652.9884,0.4572,628.0135,678.9865,0.4805,0.5195,1203,1307,0.008674325844,0.006206397363,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4725438885,0.5044745333,1307,0.3076658092,0.5441266667,70.78682793,0.3508551482,0.3579631661,-0.003763587022
Deckard,Chen,367.0128,424.9872,0.4634,438.9648,400.0352,0.5232,0.4768,792,839,0.0005582677529,0.003092418339,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4796654776,0.5091293259,839,0.2964032711,0.4950817344,-7.869478842,0.2156122151,0.3081420947,0.2622068606
Deckard,Cho,65.9968,62.0032,0.5156,120.9975,100.0025,0.5475,0.4525,128,221,0.001151186608,0.001161196926,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5396681835,0.5622913912,221,0.2655412178,0.4671525442,-52.63173305,0.05535336338,0.2461000117,0.349947996
Deckard,Chromie,847.0488,920.9512,0.4791,870.9848,795.0152,0.5228,0.4772,1768,1666,0.008901483067,0.006625290684,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4977295642,0.5213302456,1666,0.3400420315,0.4955422109,-7.132651612,0.4283193727,0.3360422706,0.2829696772
Deckard,DVa,431,431,0.5,441,399,0.525,0.475,862,840,0.0008316264457,0.00678237568,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5217777757,0.5208109749,840,0.3258576094,0.4930097046,-11.18520138,0.2154635483,0.3068981431,0.2734508911
Deckard,Deathwing,444.0384,491.9616,0.4744,481.9951,399.0049,0.5471,0.4529,936,881,0.001978962931,0.006560608627,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4923190779,0.5267847961,881,0.3106418961,0.4676111013,-51.89490582,0.2207565957,0.2928267068,0.4134789714
Deckard,Dehaka,1615.881,1675.119,0.491,1510.9276,1310.0724,0.5356,0.4644,3291,2821,0.01243974558,0.009511342461,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5114279393,0.5234472009,2821,0.3776194166,0.4808149716,-30.71112296,0.7155758591,0.3482428832,0.3949327298
Deckard,Diablo,2536.1071,2484.8929,0.5051,2523.2396,2320.7604,0.5209,0.4791,5021,4844,0.02893752021,0.02422497035,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5276349637,0.5328601806,4844,0.410710897,0.4977295642,-3.632722271,1.247834801,0.3856983992,0.3086326914
Deckard,E.T.C.,1174.8857,1508.1143,0.4379,1325.0809,1391.9191,0.4877,0.5123,2683,2717,0.01707144287,0.01461814486,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4504593723,0.5104418633,2717,0.3242179782,0.5358906271,57.5239378,0.724111548,0.3863147121,0.04777951661
Deckard,Falstad,1646.04,1833.96,0.473,1707.966,1536.034,0.5265,0.4735,3480,3244,0.02444827746,0.02153912494,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4907077341,0.5323712624,3244,0.3648582664,0.4912831936,-13.94830349,0.830794206,0.3620936386,0.3348202785
Deckard,Fenix,354.036,369.964,0.489,344.004,309.996,0.526,0.474,724,654,0.004897355736,0.004016447723,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5091263311,0.5320703338,654,0.3110976719,0.4918586762,-13.02726945,0.1675783012,0.2967504846,0.2710611807
Deckard,Gall,65.9968,62.0032,0.5156,120.9975,100.0025,0.5475,0.4525,128,221,0.001151186608,0.001161196926,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5396681835,0.5415064704,221,0.2655412178,0.4671525442,-52.63173305,0.05535336338,0.2461000117,0.349947996
Deckard,Garrosh,1426.9192,1436.0808,0.4984,1403.0523,1365.9477,0.5067,0.4933,2863,2769,0.01637072059,0.01377111792,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5199389154,0.5272328713,2769,0.3772757353,0.5140741838,22.52464439,0.7238551566,0.3714668354,0.1851857043
Deckard,Gazlowe,441.9609,527.0391,0.4561,416.9976,462.0024,0.4744,0.5256,969,879,0.001324442117,0.009147890903,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4712814637,0.5025122009,879,0.2986583851,0.5510857684,82.02344319,0.2374000381,0.3450020589,-0.04176998554
Deckard,Genji,1172.8812,1303.1188,0.4737,1428.8706,1220.1294,0.5394,0.4606,2476,2649,0.009567554248,0.007318312722,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4915133839,0.50984632,2649,0.3502338031,0.4764480785,-37.71098165,0.6692456212,0.3423770979,0.4191462151
Deckard,Greymane,1153.887,1261.113,0.4778,1305.1217,1215.8783,0.5177,0.4823,2415,2521,0.01505782884,0.01163044985,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4962329395,0.50686901,2521,0.3524959347,0.501413681,2.261895567,0.6515845637,0.3580936888,0.2615848798
Deckard,Guldan,792.9984,919.0016,0.4632,891.0225,899.9775,0.4975,0.5025,1712,1791,0.01224723946,0.009508262363,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4794356043,0.5207607381,1791,0.3262286769,0.524649795,39.47167067,0.4726130004,0.3590131345,0.1124147167
Deckard,Hanzo,2577.7664,3054.2336,0.4577,2771.7624,2544.2376,0.5214,0.4786,5632,5316,0.02116412302,0.01706374263,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.473117835,0.4950649338,5316,0.3735992815,0.497153933,-4.553756308,1.368710876,0.3897560658,0.3161605867
Deckard,Hogger,1722.105,1827.895,0.4851,1777.0284,1491.9716,0.5436,0.4564,3550,3269,0.001335992485,0.01277624628,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5046371709,0.5441737266,3269,0.3761505168,0.4716257256,-45.44766756,0.8221993875,0.347939098,0.4612959759
Deckard,Illidan,606.9789,570.0211,0.5157,744.99,562.01,0.57,0.43,1177,1307,0.004142731739,0.007219749588,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.539782586,0.5464602987,1307,0.3504853014,0.4414706418,-94.07826472,0.3194715666,0.2904291195,0.5850276877
Deckard,Imperius,785.9753,961.0247,0.4499,866.0446,884.9554,0.4946,0.5054,1747,1751,0.002433277378,0.009760830394,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4641733097,0.5066286169,1751,0.3166435599,0.5279792831,44.81366809,0.4634200608,0.3602728475,0.09230928476
Deckard,Jaina,1227.048,1266.952,0.492,1339.0704,1162.9296,0.5352,0.4648,2494,2502,0.02101011812,0.01596106756,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5125785678,0.5516370262,2502,0.3655749096,0.4812748267,-29.97429573,0.6349267104,0.3433862819,0.3861989253
Deckard,Johanna,2627.8974,2710.1026,0.4923,2551.0224,2104.9776,0.5479,0.4521,5338,4656,0.02543005868,0.02141900112,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.512923731,0.5401733036,4656,0.4023268302,0.4666940425,-53.36856028,1.165677984,0.3598634675,0.5153038515
Deckard,Junkrat,1237.0659,1519.9341,0.4487,1337.9212,1175.0788,0.5324,0.4676,2757,2513,0.01272465464,0.0100503596,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4627991274,0.5264306653,2513,0.3342342943,0.4844946575,-24.81650513,0.6396059479,0.3458732186,0.3664219923
Deckard,Kaelthas,1033.993,1308.007,0.4415,1034.9999,1138.0001,0.4763,0.5237,2342,2173,0.01793772042,0.01504319837,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4545666163,0.5043019951,2173,0.3216620169,0.5489201933,78.52351385,0.5857754558,0.3848092962,-0.03345375611
Deckard,KelThuzad,743.048,841.952,0.4688,616.0256,599.9744,0.5066,0.4934,1585,1216,0.007473087644,0.006154035698,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4858749947,0.5258985327,1216,0.3274402694,0.5141892211,22.70885119,0.3179119561,0.3352305171,0.1664316255
Deckard,Kerrigan,479.9821,397.0179,0.5473,546.9984,389.0016,0.5844,0.4156,877,936,0.003992576964,0.004053408898,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.575662104,0.5830566784,936,0.3602852409,0.4251883652,-120.604045,0.2251714799,0.2682839766,0.6519751035
Deckard,Kharazim,48.9954,62.0046,0.4414,447.9797,489.0203,0.4781,0.5219,111,937,0.008466419232,0.006896339304,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.45445244,0.495318202,937,0.2196633961,0.5468668837,75.20779131,0.2521345262,0.345106354,-0.01875569439
Deckard,Leoric,1651.036,1668.964,0.4973,1911.1524,1554.8476,0.5514,0.4486,3320,3466,0.001655552647,0.01779680594,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5186743825,0.5337372486,3466,0.3833901411,0.4626846374,-59.81579854,0.8644944964,0.3438488145,0.5226490541
Deckard,LiLi,21.998,46.002,0.3235,258.9833,330.0167,0.4397,0.5603,68,589,0.01266690281,0.01001031833,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.326150846,0.4455878552,589,0.1482811704,0.5902159113,145.9432054,0.164560315,0.3514626724,-0.2463631478
Deckard,Li-Ming,1694.9574,2031.0426,0.4549,1933.0527,1863.9473,0.5091,0.4909,3726,3797,0.02827914928,0.02358430998,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4699046924,0.5057735423,3797,0.3523863035,0.5113128696,18.10368101,0.9901438012,0.3843445086,0.2106806674
Deckard,LtMorales,8,8,0.5,403.004,374.996,0.518,0.482,16,778,0.006741564382,0.005929188548,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5217777757,0.5118322058,778,0.1979723128,0.5010682953,1.709275145,0.2010213918,0.3089393692,0.2276832444
Deckard,Lunara,608.9523,788.0477,0.4359,698.0296,745.9704,0.4834,0.5166,1397,1444,0.01942386768,0.01518488288,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4481804479,0.4955383833,1444,0.2973078243,0.5408120186,65.44483052,0.386508365,0.3602434684,0.01550658431
Deckard,Lucio,17.0016,15.9984,0.5152,1196.0768,1171.9232,0.5051,0.4949,33,2368,0.01334067423,0.01041073106,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5392105318,0.5244230741,2368,0.2239631105,0.5159145932,25.4719533,0.6200446687,0.3655774562,0.1702619519
Deckard,Maiev,969.969,1025.031,0.4862,888.9606,794.0394,0.5282,0.4718,1995,1683,0.005066761123,0.004490782807,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5059034513,0.5430647598,1683,0.3508846635,0.4893267346,-17.07981921,0.4302517087,0.3322487384,0.3199945528
Deckard,MalGanis,536.984,578.016,0.4816,534.0096,481.9904,0.5256,0.4744,1115,1016,0.007253630665,0.006520567354,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5006077796,0.5066673849,1016,0.3228574666,0.4923190779,-12.29044222,0.2604447424,0.3138428658,0.2838558936
Deckard,Malfurion,21.0002,19.9998,0.5122,971.0625,903.9375,0.5179,0.4821,41,1875,0.01520028337,0.01175673386,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5357760892,0.5139532081,1875,0.2286573636,0.501183424,1.893481952,0.4845170261,0.3449258472,0.253458071
Deckard,Malthael,606.042,608.958,0.4988,660.9566,580.0434,0.5326,0.4674,1215,1241,0.001058783669,0.007302912233,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5203986831,0.5206496317,1241,0.3392439454,0.4842646237,-25.18491874,0.3157913418,0.3165250593,0.3367967485
Deckard,Medivh,308.0274,389.9726,0.4413,354.0082,379.9918,0.4823,0.5177,698,734,0.003122449294,0.003018495988,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4543382686,0.4787170383,734,0.2763536012,0.5420697401,67.4711054,0.1966827804,0.3317959294,0.00751593063
Deckard,Mei,802.9476,926.0524,0.4644,858.94,816.06,0.5128,0.4872,1729,1675,0.01523878459,0.01261608119,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4808149716,0.5175710274,1675,0.3275715971,0.50705455,11.28802913,0.4351270741,0.3440807827,0.2153015772
Deckard,Mephisto,892.9595,870.0405,0.5065,1110.0185,958.9815,0.5365,0.4635,1763,2069,0.007842699398,0.006308040596,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5292415577,0.5665415046,2069,0.3614426185,0.4797804176,-32.36898423,0.5243236907,0.3342846704,0.3861912714
Deckard,Muradin,2496.1132,2656.8868,0.4844,2992.0171,2504.9829,0.5443,0.4557,5153,5497,0.0323679793,0.02834614141,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5038313241,0.5241045536,5497,0.3934563551,0.4708224903,-46.73711521,1.381540311,0.3706609197,0.4977696713
Deckard,Murky,189.0174,239.9826,0.4406,220.9909,216.0091,0.5057,0.4943,429,437,0.001990513298,0.004232054579,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4535392033,0.4663069022,437,0.2595827782,0.5152244876,24.36671246,0.1143551275,0.2955701401,0.1412835621
Deckard,Nazeebo,1509.0273,1559.9727,0.4917,1501.039,1428.961,0.5123,0.4877,3069,2930,0.02390156007,0.02128039672,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5122333927,0.5233495517,2930,0.374926709,0.5076300721,12.20906317,0.7615407023,0.3694108749,0.2272507194
Deckard,Nova,275.988,357.012,0.436,296.0021,334.9979,0.4691,0.5309,633,631,0.00567893059,0.005263887392,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4482943432,0.4919497723,631,0.2693658928,0.5571161031,91.78640398,0.1713175187,0.3346210544,-0.07190804641
Deckard,Orphea,630.9544,663.0456,0.4876,690.0345,666.9655,0.5085,0.4915,1294,1357,0.01215868665,0.009884034312,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5075149693,0.540478418,1357,0.3334605965,0.5120032695,19.20892185,0.3540833712,0.3384146045,0.1812880149
Deckard,Probius,167.9952,204.0048,0.4516,205.9848,160.0152,0.5628,0.4372,372,366,0.002286972726,0.002279272481,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4661209947,0.5482694163,366,0.2620718738,0.4496615073,-80.81537459,0.09016881273,0.2523043448,0.4585739872
Deckard,Qhira,352.0251,434.9749,0.4473,395.0347,413.9653,0.4883,0.5117,787,809,0.004000277209,0.005365530624,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4611966301,0.4845759033,809,0.2847651566,0.5352033431,56.41869695,0.2154775169,0.3316013306,0.04478269653
Deckard,Ragnaros,1038.0503,970.9497,0.5167,1074.0609,972.9391,0.5247,0.4753,2009,2047,0.002148368318,0.01513868141,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5409263786,0.5397140828,2047,0.3755039713,0.4933550282,-10.63258095,0.5252289036,0.3432836908,0.3035694265
Deckard,Raynor,819.9488,852.0512,0.4904,833.0136,900.9864,0.4804,0.5196,1672,1734,0.01580860271,0.01232655198,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5107375033,0.5122752602,1734,0.3465023346,0.5442408969,70.97103474,0.4655268787,0.3709165333,-0.004580488903
Deckard,Rehgar,103.9935,91.0065,0.5333,4056.2532,2990.7468,0.5756,0.4244,195,7047,0.02347034636,0.01918593011,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5598414014,0.5933137512,7047,0.2903509294,0.4351216835,-104.3938459,1.711919036,0.3533581738,0.7676521594
Deckard,Rexxar,520.9995,494.0005,0.5133,567.9748,484.0252,0.5399,0.4601,1015,1052,0.0004158132229,0.004589345941,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5370357963,0.5677400365,1052,0.342306678,0.4758737408,-38.63201568,0.2656370576,0.3046825558,0.3766511308
Deckard,Samuro,644.027,569.973,0.5305,710.9974,560.0026,0.5594,0.4406,1214,1271,0.002494879337,0.005479494248,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5566615477,0.5516673936,1271,0.362846084,0.4535392033,-74.55234314,0.3142866026,0.2973287523,0.513497838
Deckard,SgtHammer,447.0358,445.9642,0.5006,418.9644,353.0356,0.5427,0.4573,893,772,0.002775938275,0.002306993362,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5224671988,0.5376233706,772,0.3277323742,0.472658672,-43.78980629,0.1943552443,0.2911412047,0.3796063693
Deckard,Sonya,1302.9324,1326.0676,0.4956,1363.1338,1359.8662,0.5006,0.4994,2629,2723,0.001505397872,0.01637380069,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5167196395,0.5250289619,2723,0.3709647754,0.5210882695,33.76125964,0.7162864873,0.3757475293,0.14081231
Deckard,Stitches,1567.0304,1955.9696,0.4448,1726.8944,1941.1056,0.4708,0.5292,3523,3668,0.02409021607,0.02122495495,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4583370428,0.5042449731,3668,0.3413130711,0.555183591,88.65488826,0.9941949747,0.4155221403,-0.07688052195
Deckard,Stukov,28.9994,32.0006,0.4754,1798.016,1721.984,0.5108,0.4892,61,3520,0.0238553586,0.01852678915,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4934701374,0.5001411322,3520,0.2213252622,0.5093565109,14.97216528,0.916305058,0.3792657078,0.2213533536
Deckard,Sylvanas,1907.0685,1947.9315,0.4947,2022.8987,1756.1013,0.5353,0.4647,3855,3779,0.020817612,0.01622903608,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5156845646,0.5305421609,3779,0.3883658747,0.4811598599,-30.15850254,0.9588866384,0.361464277,0.4073792155
Deckard,Tassadar,960.9366,1133.0634,0.4589,1003.9302,1102.0698,0.4767,0.5233,2094,2106,0.01875394638,0.01486147259,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4744955937,0.5136033437,2106,0.3310992144,0.5484640437,77.78668662,0.5674882634,0.3829872701,-0.03052988555
Deckard,TheButcher,218.001,271.999,0.4449,301.0215,257.9785,0.5385,0.4615,490,559,0.005270817612,0.006169436188,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4584513749,0.5174131348,559,0.2667913049,0.4774820422,-36.05312038,0.1413612137,0.2824798022,0.3397452363
Deckard,TheLostVikings,252.0144,263.9856,0.4884,335.9776,230.0224,0.5936,0.4064,516,566,0.0006930220381,0.002494879337,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5084357687,0.5617217408,566,0.2977975979,0.4148678513,-137.5510713,0.1347643486,0.2458191529,0.6667548633
Deckard,Thrall,882.0279,1050.9721,0.4563,971.9923,1045.0077,0.4819,0.5181,1933,2017,0.002017464155,0.01046925292,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4715109686,0.4982312202,2017,0.3257426788,0.5425269614,68.20793263,0.5406921619,0.376802213,0.005750104639
Deckard,Tracer,655.98,475.02,0.58,712.968,507.032,0.5844,0.4156,1131,1220,0.008412517518,0.006877858716,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.6119650752,0.5652604262,1220,0.3953787691,0.4251883652,-120.604045,0.2934927409,0.2773193877,0.6739326695
Deckard,Tychus,1552.0388,1745.9612,0.4706,1653.9024,1612.0976,0.5064,0.4936,3298,3266,0.02410561656,0.01999907597,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4879458981,0.5112796726,3266,0.3603768498,0.5144192912,23.07726481,0.8540407472,0.3794662461,0.186833726
Deckard,Tyrael,475.0478,566.9522,0.4559,611.9574,537.0426,0.5326,0.4674,1042,1149,0.006660711811,0.005781343847,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4710519709,0.5122280464,1149,0.3012355143,0.4842646237,-25.18491874,0.2923805413,0.3134921206,0.3335695669
Deckard,Tyrande,17.9998,28.0002,0.3913,939.9944,858.0056,0.5228,0.4772,46,1798,0.01467666672,0.01163044985,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.3980933724,0.5456093596,1798,0.1723588382,0.4955422109,-7.132651612,0.4622558416,0.3392604602,0.2856796043
Deckard,Uther,183.0123,203.9877,0.4729,741.0176,670.9824,0.5248,0.4752,387,1412,0.01185452697,0.01013968244,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4905926451,0.5311273732,1412,0.2771971657,0.4932399196,-10.81678776,0.3622597296,0.3276358657,0.2904637559
Deckard,Valeera,225.0192,292.9808,0.4344,236.0002,250.9998,0.4846,0.5154,518,487,0.003538262517,0.003542112639,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4464726763,0.507315423,487,0.2616314737,0.539439366,63.23434883,0.1301961019,0.3136805842,0.02051457938
Deckard,Valla,3126.0935,3144.9065,0.4985,3474.0118,3151.9882,0.5243,0.4757,6271,6626,0.04107310612,0.03359154821,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5200538605,0.5393320325,6626,0.4162165131,0.4938154693,-9.895753724,1.700841371,0.3979467858,0.3483570137
Deckard,Varian,1360.1252,1425.8748,0.4882,1507.9603,1539.0397,0.4949,0.5051,2786,3047,0.01603961006,0.01937689619,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.508205574,0.5197916915,3047,0.3675072786,0.5276349637,44.26104766,0.8061744739,0.3858526656,0.1011217351
Deckard,Whitemane,27.9984,20.0016,0.5833,742.9331,648.0669,0.5341,0.4659,48,1391,0.006156345772,0.00490659603,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.6155676283,0.5417810205,1391,0.2679383073,0.4825395896,-27.94802085,0.353401339,0.3199283481,0.3515801049
Deckard,Xul,651.0584,667.9416,0.4936,721.0137,631.9863,0.5329,0.4671,1319,1353,0.001151186608,0.008898402969,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5144192912,0.5470019653,1353,0.3388064955,0.4839195856,-25.73753916,0.344182548,0.3197343571,0.3424363114
Deckard,Yrel,416.9577,516.0423,0.4469,486.048,489.952,0.498,0.502,933,976,0.0004273635902,0.003603714598,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4607389195,0.5049325276,976,0.2905989138,0.5240755154,38.55063663,0.2574180911,0.3324137496,0.1073713651
Deckard,Zagara,623.0185,689.9815,0.4745,722.9992,635.0008,0.5324,0.4676,1313,1358,0.007661743643,0.008202300833,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4924341804,0.5377710188,1358,0.324141892,0.4844946575,-24.81650513,0.3456366404,0.3202619513,0.3392891267
Deckard,Zarya,252.9872,315.0128,0.4454,364.0006,344.9994,0.5134,0.4866,568,709,0.002136817951,0.003175580983,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.4590231007,0.5343295435,709,0.2721021454,0.506363899,10.18278829,0.1840680162,0.3086010479,0.1970209017
Deckard,Zeratul,782.0328,714.9672,0.5224,878.0641,754.9359,0.5377,0.4623,1497,1633,0.008335515069,0.007946652704,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5474374105,0.5326919842,1633,0.3663035094,0.4784012834,-34.57946592,0.4133073127,0.32360818,0.3830519657
Deckard,Zuljin,1317.912,1150.088,0.534,1444.1214,1301.8786,0.5259,0.4741,2468,2746,0.01665177953,0.0135000693,37273.15181,17930.99997,19342.15184,0.481072089,17930.99997,19342.15184,149092,0.5606356085,0.5511589212,2746,0.3993261072,0.4919737754,-12.84306264,0.7036975487,0.3551267622,0.323586168
