hero,matchup_hero,ally_wins_with,ally_losses_with,ally_win_rate,enemy_wins_against,enemy_losses_against,enemy_win_rate,winrate_into_enemy,total_games_with,total_games_against,popularity_with,popularity_against,total games,total wins,total loss,average_winrate,total wins,total loss,total_games,ally_delta,matchup_average_winrate,occurance,Pairing Score,enemy_delta,enemy_delta2,counter_score,Counter Score,Beater Score
Mei,Sonya,1820.0763,1632.9237,0.5271,1751.9331,1761.0669,0.4987,0.5013,3453,3513,0.01910716781,0.01524381724,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5109688749,0.5250289619,3513,0.3053969573,0.4812760472,-29.97234018,0.7726682196,0.2882701696,-0.1130318932
Mei,Stitches,56.9972,56.0028,0.5044,2262.8265,2522.1735,0.4729,0.5271,113,4785,0.02702773508,0.02370406595,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4848409415,0.5042449731,4785,0.1889860633,0.5109688749,17.55301614,1.079088787,0.3181085751,-0.2781037668
Mei,Stukov,2216.218,2189.782,0.503,2015.9616,2452.0384,0.4512,0.5488,4406,4468,0.02535105491,0.02097946067,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4832307765,0.5001411322,4468,0.2977527868,0.535891843,57.52589335,1.028530533,0.3307782759,-0.4096739727
Mei,Sylvanas,2353.034,2324.966,0.503,2259.0264,2372.9736,0.4877,0.5123,4678,4632,0.01369288808,0.01606119883,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4832307765,0.5305421609,4632,0.2999907063,0.4939318034,-9.709591361,1.029786226,0.3062553939,-0.1852110598
Mei,Tassadar,1506.8949,1406.1051,0.5173,1222.9038,1540.0962,0.4426,0.5574,2913,2763,0.003737599553,0.01678776023,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4996879682,0.5136033437,2763,0.2923729166,0.545726674,73.36767879,0.6411702032,0.3172075236,-0.435774447
Mei,TheButcher,314.9965,244.0035,0.5635,338.016,501.984,0.4024,0.5976,559,840,0.005056238647,0.005016068185,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5526814302,0.5174131348,840,0.2630855747,0.5911078451,147.4188154,0.2022164356,0.2960719889,-0.576864534
Mei,TheLostVikings,340.0047,268.9953,0.5583,318.0165,296.9835,0.5171,0.4829,609,615,0.001991057706,0.00222160123,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.546753975,0.5617217408,615,0.2630660464,0.4601680889,-63.86639275,0.1328236221,0.2216774797,-0.002269087702
Mei,Thrall,1225.8974,1217.1026,0.5018,1160.061,1429.939,0.4479,0.5521,2443,2590,0.01294187509,0.01166689954,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4818509108,0.4982312202,2590,0.275802885,0.539669398,63.604718,0.5980612774,0.3111615669,-0.4017079001
Mei,Tracer,915.0768,668.9232,0.5777,763.95,625.05,0.55,0.45,1584,1389,0.00606050021,0.005505099902,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5687870727,0.5652604262,1389,0.3084003069,0.4228276968,-124.4704324,0.290122084,0.2255261445,0.1729683558
Mei,Tychus,2033.9184,1894.0816,0.5178,2118.831,2171.169,0.4939,0.5061,3928,4290,0.01978831913,0.0196660612,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5002636144,0.5112796726,4290,0.3038547561,0.4867965619,-21.13041342,0.9480110317,0.2989512344,-0.1453683823
Mei,Tyrael,52.002,55.998,0.4815,599.0244,622.9756,0.4902,0.5098,108,1222,0.006732918821,0.005204694704,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4585669252,0.5122280464,1222,0.1777364019,0.4910542288,-14.31476155,0.2710155482,0.2577561541,-0.1436715205
Mei,Tyrande,1147.0926,1009.9074,0.5318,1277.9256,1345.0744,0.4872,0.5128,2157,2623,0.01235678357,0.01090540729,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.516375851,0.5456093596,2623,0.2909999263,0.4945073726,-8.788557324,0.5834284677,0.2855737236,-0.1753900523
Mei,Uther,677.0445,543.9555,0.5545,866.9106,947.0894,0.4779,0.5221,1221,1814,0.01047925108,0.009438312142,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5424138762,0.5311273732,1814,0.2846858859,0.5052139833,8.342675768,0.4071260686,0.2786125723,-0.2187755558
Mei,Valeera,293.0004,245.9996,0.5436,304.0104,338.9896,0.4728,0.5272,539,643,0.002602347352,0.002556937264,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5299311324,0.507315423,643,0.2511098317,0.5110839482,17.73722295,0.1450199599,0.2475792824,-0.2168798078
Mei,Valla,4472.742,3867.258,0.5363,4157.6391,4381.3609,0.4869,0.5131,8340,8539,0.0358390387,0.03530808998,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5215491693,0.5393320325,8539,0.3480460438,0.4948527213,-8.235936902,1.899865117,0.3312054898,-0.2052815359
Mei,Varian,516.9794,477.0206,0.5201,1926.1103,2296.8897,0.4561,0.5439,994,4223,0.02171824787,0.01878580411,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5029115544,0.5197916915,4223,0.2572530893,0.5302752682,48.49975979,0.967664733,0.3250122233,-0.3767634754
Mei,Whitemane,806.93,743.07,0.5206,775.938,804.062,0.4911,0.5089,1550,1580,0.00651460109,0.005330445717,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.503487177,0.5417810205,1580,0.2722548115,0.490018437,-15.97262281,0.3501059325,0.2656074447,-0.1434823963
Mei,Xul,799.9331,741.0669,0.5191,860.9942,848.0058,0.5038,0.4962,1541,1709,0.009780634344,0.007943272321,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5017602874,0.5470019653,1709,0.2711235875,0.4754155359,-39.36688736,0.3740051869,0.2602326682,-0.07537976663
Mei,Yrel,507.0023,535.9977,0.4861,498.9915,596.0085,0.4557,0.5443,1043,1095,0.004864119044,0.003688696381,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4638309281,0.5049325276,1095,0.2386936852,0.5307340711,49.23658702,0.2510045406,0.2747890487,-0.3203389738
Mei,Zagara,860.9565,754.0435,0.5331,854.0481,816.9519,0.5111,0.4889,1615,1671,0.005632597457,0.007216710912,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5178707748,0.5377710188,1671,0.2814742405,0.4670391304,-52.8139843,0.3630558297,0.254930039,-0.03532165015
Mei,Zarya,308.0064,315.9936,0.4936,379.0191,451.9809,0.4561,0.5439,624,831,0.003554212659,0.003758558055,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.4724303263,0.5343295435,831,0.2279982581,0.5302752682,48.49975979,0.1904166216,0.2652449886,-0.3074795857
Mei,Zeratul,961.9365,823.0635,0.5389,861.9825,863.0175,0.4997,0.5003,1785,1725,0.006549531927,0.006441246332,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5245361635,0.5326919842,1725,0.2886861177,0.4801264704,-31.81440825,0.3790334508,0.2631176458,-0.09793633465
Mei,Zuljin,1860.0183,1550.9817,0.5453,2125.7742,2395.2258,0.4702,0.5298,3411,4521,0.01458362442,0.01523683107,46323.81439,23975.96027,22347.85412,0.5175710274,23975.96027,22347.85412,185296,0.5318808493,0.5511589212,4521,0.3174097446,0.5140754051,22.52659994,1.022187934,0.3177801948,-0.2928281372
Mephisto,Abathur,460.9965,424.0035,0.5209,675.951,862.049,0.4395,0.5605,885,1538,0.01250068288,0.0082008538,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4476458782,0.4768344659,1538,0.1680433315,0.4930449094,-11.12886272,0.2786217588,0.1983237864,-0.5110153605
Mephisto,Alarak,871.996,702.004,0.554,1387.0116,1816.9884,0.4329,0.5671,1574,3204,0.01005400638,0.008458398695,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4855650716,0.5364928295,3204,0.1958807752,0.5006429912,1.028786566,0.5838308362,0.2207285388,-0.589212164
Mephisto,Alexstrasza,5320.766,2753.234,0.659,878.0823,1100.9177,0.4437,0.5563,8074,1979,0.005636721219,0.004819991727,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.6048672209,0.5417967946,1979,0.2993401191,0.4882112173,-18.86554864,0.3571766304,0.2026666375,-0.5099406528
Mephisto,Ana,1862.0888,1745.9112,0.5161,1224.0464,1647.9536,0.4262,0.5738,3608,2872,0.007566356832,0.006210734159,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4421868022,0.4831871358,2872,0.1978713316,0.5083558737,13.37064266,0.5264269945,0.221085207,-0.6103486199
Mephisto,Anduin,4849.4235,4189.5765,0.5365,4145.5569,5793.4431,0.4171,0.5829,9039,9939,0.03658698384,0.02825501627,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.465468499,0.4981803808,9939,0.2336275892,0.518824512,30.13346214,1.836319938,0.2635160711,-0.759028096
Mephisto,Anubarak,3644.0241,2882.9759,0.5583,2864.8216,3643.1784,0.4402,0.5598,6527,6508,0.0006731287022,0.02147768334,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.490512756,0.537522979,6508,0.2363786738,0.4922391794,-12.41831038,1.1782472,0.2371242145,-0.6086193723
Mephisto,Artanis,2604.15,1895.85,0.5787,1978,2622,0.43,0.57,4500,4600,0.02879820187,0.02503492465,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5139943292,0.5258485696,4600,0.2364442059,0.5039816558,6.370783982,0.8403533118,0.232476063,-0.6298370398
Mephisto,Arthas,898.984,749.016,0.5455,719.9739,993.0261,0.4203,0.5797,1648,1713,0.001478932047,0.008508346796,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4757940099,0.4901740458,1713,0.1930444878,0.5151446437,24.2388443,0.3156111059,0.2100233798,-0.5962235158
Mephisto,Auriel,1496.131,1168.869,0.5614,1095.9375,1529.0625,0.4175,0.5825,2665,2625,0.00842093762,0.006849133322,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4940809006,0.5306369605,2625,0.2128771277,0.5183646319,29.39663491,0.4848236626,0.2229180881,-0.6409397016
Mephisto,Azmodan,505.0058,365.9942,0.5798,1400.0606,2266.9394,0.3818,0.6182,871,3667,0.02419361133,0.01838558373,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5152596665,0.5203752948,3667,0.1930399523,0.5591951267,95.15846517,0.6983180976,0.2507385014,-0.8283657313
Mephisto,Blaze,2708.1672,2190.8328,0.5528,2096.9568,2799.0432,0.4283,0.5717,4899,4896,0.00421046881,0.01313635051,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4841847856,0.521646585,4896,0.2251092561,0.505938658,9.502299708,0.8957660757,0.235205149,-0.6426690897
Mephisto,Brightwing,4041.2219,3499.7781,0.5359,3441.0715,5103.9285,0.4027,0.5973,7541,8545,0.03843272225,0.03012026566,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4647810842,0.5029700318,8545,0.228058281,0.5353529356,56.65924241,1.598544358,0.2668228269,-0.8165950069
Mephisto,Cassia,794.0535,666.9465,0.5435,897.917,1245.083,0.419,0.581,1461,2143,0.00850483482,0.006833524541,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4734973497,0.5044745333,2143,0.1892420368,0.5166398109,26.6335328,0.3952841108,0.2166129536,-0.6186012077
Mephisto,Chen,759.9588,558.0412,0.5766,569.023,725.977,0.4394,0.5606,1318,1295,0.004017310139,0.003532267254,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5115782006,0.5091293259,1295,0.2018460433,0.4931600168,-10.94465592,0.2346210611,0.1941513273,-0.5005412246
Mephisto,Cho,134.9985,80.0015,0.6279,198.011,184.989,0.517,0.483,215,383,0.0002926646531,0.001396985944,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5701752773,0.5622913912,383,0.1793419858,0.4049883109,-153.8891385,0.06461259382,0.1369181806,-0.1674895914
Mephisto,Chromie,153.008,138.992,0.524,2194.1678,2543.8322,0.4631,0.5369,292,4738,0.008670678124,0.006964638306,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4511783354,0.5213302456,4738,0.1474483368,0.4659268485,-54.60166928,0.8403557112,0.2157177606,-0.4789200235
Mephisto,DVa,803.9878,607.0122,0.5698,610.001,866.999,0.413,0.587,1411,1477,0.00774585782,0.006455792029,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5037514111,0.5208109749,1477,0.200459174,0.523536306,37.68594125,0.2738624598,0.2095261102,-0.6144932804
Mephisto,Deathwing,673.992,591.008,0.5328,588.0418,700.9582,0.4562,0.5438,1265,1289,0.006957614354,0.005692522613,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4612316298,0.5267847961,1289,0.1810502722,0.4738417796,-41.89139957,0.2300531984,0.1864377056,-0.4341494953
Mephisto,Deckard,1148.9233,1072.0767,0.5173,1050.032,1429.968,0.4234,0.5766,2221,2480,0.01131246439,0.009730514387,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4435503148,0.481072089,2480,0.1868014512,0.5115782006,18.52843327,0.4556910073,0.2184425685,-0.6112105222
Mephisto,Dehaka,2809.9386,2076.0614,0.5751,2147.7885,2697.2115,0.4433,0.5567,4886,4845,0.01640287826,0.01436476161,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5098520567,0.5234472009,4845,0.2369638747,0.4886714882,-18.12872141,0.8747535389,0.226880676,-0.5721863572
Mephisto,Diablo,4896.6885,3518.3115,0.5819,3320.6679,4698.3321,0.4141,0.5859,8415,8019,0.0006887374837,0.02874981465,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5176747537,0.5328601806,8019,0.2575179668,0.5222725424,35.65966636,1.485449488,0.2582444549,-0.7537668566
Mephisto,E.T.C.,2301.1398,2000.8602,0.5349,1604.9903,2284.0097,0.4127,0.5873,4302,3889,0.0006770308976,0.01722585126,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4636356916,0.5104418633,3889,0.2120823106,0.5238809172,38.23856167,0.7212783294,0.2366361584,-0.6948995746
Mephisto,Falstad,1934.023,1510.977,0.5614,2222.8929,2844.1071,0.4387,0.5613,3445,5067,0.02282394075,0.0180734081,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4940809006,0.5323712624,5067,0.2198191395,0.4939657878,-9.655208265,0.9185816406,0.2306266645,-0.5968765552
Mephisto,Fenix,522.97,345.03,0.6025,458.9783,674.0217,0.4051,0.5949,868,1133,0.004782140432,0.004066087581,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5413044044,0.5320703338,1133,0.202710064,0.5326026005,52.23827903,0.211517369,0.2062057662,-0.6250470637
Mephisto,Gall,134.9985,80.0015,0.6279,198.011,184.989,0.517,0.483,215,383,0.0002926646531,0.001396985944,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5701752773,0.5415064704,383,0.1793419858,0.4049883109,-153.8891385,0.06461259382,0.1369181806,-0.1674895914
Mephisto,Garrosh,2622.8276,1896.1724,0.5804,2196.1388,2692.8612,0.4492,0.5508,4519,4889,0.0003863173421,0.0162799591,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5159497691,0.5272328713,4889,0.2374687681,0.4818848555,-28.99692305,0.8780611311,0.2239827469,-0.5454098054
Mephisto,Gazlowe,854.0496,669.9504,0.5604,560.9415,874.0585,0.3909,0.6091,1524,1435,0.01109003926,0.009039045367,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4929298028,0.5025122009,1435,0.1980509736,0.5488410395,78.39564569,0.2711724689,0.2188627491,-0.7004101331
Mephisto,Genji,1748.115,1356.885,0.563,1898.052,2333.948,0.4485,0.5515,3105,4232,0.009745732949,0.007468801948,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4959227825,0.50984632,4232,0.2177913088,0.4826897488,-27.70747539,0.7605405408,0.2203459472,-0.5388547656
Mephisto,Greymane,1739.9812,1366.0188,0.5602,1610.8363,2150.1637,0.4283,0.5717,3106,3761,0.01422740434,0.01192510907,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4926995919,0.50686901,3761,0.2163845099,0.505938658,9.502299708,0.6881078862,0.2275776274,-0.6218278268
Mephisto,Guldan,214.0026,191.9974,0.5271,1445.8444,2096.1556,0.4082,0.5918,406,3542,0.01329477964,0.01020502135,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.45471572,0.5207607381,3542,0.1548547412,0.5290471736,46.527868,0.6594835376,0.2361942128,-0.7069189458
Mephisto,Hanzo,3351.7078,2871.2922,0.5386,3771.078,5304.922,0.4155,0.5845,6223,9076,0.01918319246,0.01514832245,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4678754666,0.4950649338,9076,0.2241295053,0.5206637056,33.08077106,1.679207074,0.2614646015,-0.7584935609
Mephisto,Hogger,3022.14,2202.86,0.5784,2591.0958,2814.9042,0.4793,0.5207,5225,5406,0.01193291346,0.009502626177,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5136492054,0.5441737266,5406,0.2407388556,0.4474181552,-84.44317209,0.9447585881,0.2105920112,-0.4106307197
Mephisto,Illidan,1088.9152,767.0848,0.5867,954.046,1065.954,0.4723,0.5277,1856,2020,0.008409231033,0.006399600415,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5231916724,0.5464602987,2020,0.2154526566,0.4554009146,-71.54869557,0.3552902889,0.1895315891,-0.3922201636
Mephisto,Imperius,1589.0637,1223.9363,0.5649,1501.095,1933.905,0.437,0.563,2813,3435,0.01008522395,0.009647787845,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.498110157,0.5066286169,3435,0.2160679733,0.4959227825,-6.523692539,0.6236597541,0.2205584428,-0.5761274445
Mephisto,Jaina,218.988,176.012,0.5544,1871.0559,2311.9441,0.4473,0.5527,395,4183,0.01989729422,0.01656403893,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4860252169,0.5516370262,4183,0.1649499635,0.4840697724,-25.49699371,0.7525415012,0.2206544708,-0.5435408818
Mephisto,Johanna,5155.0224,3620.9776,0.5874,3724.7182,4521.2818,0.4517,0.5483,8776,8246,0.0009521356715,0.02709216205,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5239957825,0.5401733036,8246,0.262034607,0.4790110333,-33.60209323,1.477662471,0.2376811376,-0.569833627
Mephisto,Junkrat,1166.9328,1057.0672,0.5247,2177.0558,2675.9442,0.4486,0.5514,2224,4853,0.01193291346,0.009755488438,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4519766814,0.5264306653,4853,0.1903823403,0.4825747584,-27.8916822,0.8720635923,0.224096293,-0.5476924251
Mephisto,Kaelthas,162.9974,195.0026,0.4553,1747.957,2742.043,0.3893,0.6107,358,4490,0.01908563758,0.01558692921,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.3746577727,0.5043019951,4490,0.1255997889,0.5506648663,81.34295461,0.849631666,0.2532427058,-0.8151077171
Mephisto,KelThuzad,153.0036,125.9964,0.5484,1014.9731,1518.0269,0.4007,0.5993,279,2533,0.007790733066,0.006533835936,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4791259608,0.5258985327,2533,0.1556929734,0.5376432474,60.34337856,0.4746718602,0.2301798902,-0.7100131825
Mephisto,Kerrigan,798.9696,449.0304,0.6402,867.0231,923.9769,0.4841,0.5159,1248,1791,0.004524595537,0.00407545285,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5839985871,0.5830566784,1791,0.2288534183,0.4419596343,-93.28509884,0.3116153239,0.1811917159,-0.3379882805
Mephisto,Kharazim,671.0601,551.9399,0.5487,553.0305,777.9695,0.4155,0.5845,1223,1331,0.009226740964,0.007206574419,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4794707565,0.495318202,1331,0.1874171008,0.5206637056,33.08077106,0.2462565685,0.2056829754,-0.5966743165
Mephisto,Leoric,3659.1226,2717.8774,0.5738,2660.0753,3386.9247,0.4399,0.5601,6377,6047,0.01769840712,0.0140229293,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5083558737,0.5337372486,6047,0.2442663721,0.4925844876,-11.86568995,1.0950766,0.23512132,-0.604487524
Mephisto,LiLi,424.9875,450.0125,0.4857,342.9572,628.0428,0.3532,0.6468,875,971,0.01407131652,0.01106974784,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4079880618,0.4455878552,971,0.1529386478,0.5913632947,147.8416121,0.1893743119,0.2245823142,-0.810208027
Mephisto,Li-Ming,261.9904,250.0096,0.5117,2546.8698,3440.1302,0.4254,0.5746,512,5987,0.03068491333,0.02414834586,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4371948592,0.5057735423,5987,0.1532683831,0.5092766211,14.84429712,1.098164863,0.2427860231,-0.6728599581
Mephisto,LtMorales,597.9728,511.0272,0.5392,748.0238,849.9762,0.4681,0.5319,1109,1598,0.007888287951,0.006622805991,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4685634513,0.5118322058,1598,0.1809271063,0.4602018628,-63.81200965,0.2821450878,0.1860005607,-0.3978726843
Mephisto,Lunara,883.9784,692.0216,0.5609,778.9487,1164.0513,0.4009,0.5991,1576,1943,0.01819593703,0.01441627059,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4935053431,0.4955383833,1943,0.1991155464,0.5374142861,59.97496495,0.3640462716,0.2225804886,-0.6860362289
Mephisto,Lucio,1976.9742,1680.0258,0.5406,1682.91,2457.09,0.4065,0.5935,3657,4140,0.01429569276,0.0109511211,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4701692092,0.5244230741,4140,0.2107480615,0.530997312,49.65938373,0.7719561887,0.2417331156,-0.7285786698
Mephisto,Maiev,1245.0399,951.9601,0.5667,1425.018,1682.982,0.4585,0.5415,2197,3108,0.004957739224,0.004211249249,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5001824746,0.5430647598,3108,0.2103662243,0.4712018104,-46.12815614,0.553548684,0.2069597356,-0.474536403
Mephisto,MalGanis,808.968,671.032,0.5466,708.9672,899.0328,0.4409,0.5591,1480,1608,0.0002360828202,0.00678357644,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4770576158,0.5066673849,1608,0.190973159,0.4914334896,-13.70775803,0.2909409996,0.1987784449,-0.5082035194
Mephisto,Malfurion,1622.9895,1512.0105,0.5177,1687.186,2157.814,0.4388,0.5612,3135,3845,0.01384889139,0.0119797398,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4440050091,0.5139532081,3845,0.1952254116,0.4938506756,-9.839415073,0.6969870236,0.2227544965,-0.5761862025
Mephisto,Malthael,1264.9147,936.0853,0.5747,1018.08,1221.92,0.4545,0.5455,2201,2240,0.007570259028,0.005867340966,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5093917102,0.5206496317,2240,0.2142881535,0.4757940099,-38.75988384,0.4003942197,0.2005943778,-0.4723660961
Mephisto,Medivh,254.0208,311.9792,0.4488,486.0408,689.9592,0.4133,0.5867,566,1176,0.003266137529,0.002904794237,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.3676713825,0.4787170383,1176,0.1305210822,0.5231916724,37.13332082,0.2179949184,0.2035075482,-0.5960684111
Mephisto,Mei,1423.9922,1185.0078,0.5458,1047.9848,1404.0152,0.4274,0.5726,2609,2452,0.0004897255196,0.01389649817,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4761385997,0.5175710274,2452,0.2046027348,0.5069746482,11.16016098,0.4489695897,0.2161698319,-0.5932879636
Mephisto,Muradin,4973.3796,3830.6204,0.5649,3483.918,4562.082,0.433,0.567,8804,8046,0.007488312925,0.005705009638,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.498110157,0.5241045536,8046,0.2491891829,0.5005278622,0.8445797587,1.466007658,0.2475965252,-0.6605908483
Mephisto,Murky,303.9941,369.0059,0.4517,246.9735,392.0265,0.3865,0.6135,673,639,0.004200713321,0.003468271249,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.3707817239,0.4663069022,639,0.1345051727,0.5538532591,86.50074522,0.1212039923,0.1996186467,-0.6489018691
Mephisto,Nazeebo,890.0034,682.9966,0.5658,2400.2213,3232.7787,0.4261,0.5739,1573,5633,0.02721586164,0.021366861,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4991463121,0.5233495517,5633,0.2013435591,0.5084709703,13.55484947,1.032598643,0.2405622163,-0.6644414643
Mephisto,Nova,303.9904,270.0096,0.5296,313.992,526.008,0.3738,0.6262,574,840,0.006756651292,0.005523947773,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4575717996,0.4919497723,840,0.1627204069,0.5682555886,109.8950098,0.1610439456,0.2119324265,-0.718834545
Mephisto,Orphea,197.9875,139.0125,0.5875,1054.0872,1193.9128,0.4689,0.5311,337,2248,0.01220996933,0.01056246244,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5241106453,0.540478418,2248,0.1743795299,0.4592867993,-65.28566411,0.3966209145,0.1937212603,-0.4118392986
Mephisto,Probius,149.994,110.006,0.5769,256.0018,309.9982,0.4523,0.5477,260,566,0.002645688464,0.002110307259,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.5119233976,0.5482694163,566,0.1648904231,0.4783215155,-34.70733408,0.1013711905,0.1698011998,-0.4055503237
Mephisto,Qhira,653.034,616.966,0.5142,595.968,859.032,0.4096,0.5904,1270,1455,0.007301007547,0.006078059516,62213.01026,35246.24662,26966.76364,0.5665415046,35246.24662,26966.76364,248852,0.4400296964,0.4845759033,1455,0.172812931,0.5274405084,43.9489727,0.270578434,0.2106930159,-0.6269233855
